time,gFx,gFy,gFz,TgF
6.1,-0.4573,0.9242,0.3655,1.09
6.2,-0.4603,0.9422,0.1983,1.07
6.3,-0.3909,0.8775,0.1218,0.97
6.4,-0.5245,0.8394,0.1506,1
6.5,-0.5738,0.8372,0.1907,1.03
6.6,-0.4961,0.699,0.3089,0.91
6.7,-0.5919,0.6636,0.5342,1.04
6.8,-0.4915,0.6741,0.3152,0.89
6.9,-0.6229,0.6075,0.4598,0.98
7,-0.5919,0.5496,0.7918,1.13
7.1,-0.616,0.5284,0.8109,1.15
7.2,-0.5037,0.6002,0.6568,1.02
7.3,-0.4598,0.6441,0.6204,1.01
7.4,-0.5108,0.6353,0.6011,1.01
7.5,-0.4966,0.6356,0.5965,1
7.6,-0.4771,0.6329,0.5591,0.97
7.7,-0.5926,0.6209,0.5645,1.03
7.8,-0.5723,0.6285,0.598,1.04
7.9,-0.5677,0.6334,0.6046,1.04
8,-0.5699,0.6426,0.6194,1.06
8.1,-0.5049,0.6668,0.4776,0.96
8.2,-0.4986,0.6822,0.4446,0.95
8.3,-0.5267,0.6441,0.6004,1.03
8.4,-0.576,0.6397,0.5711,1.03
8.5,-0.5626,0.6675,0.5665,1.04
8.6,-0.5445,0.6795,0.5357,1.02
8.7,-0.4942,0.6898,0.4876,0.98
8.8,-0.4793,0.7059,0.4935,0.99
8.9,-0.511,0.6976,0.5003,1
9,-0.5494,0.7022,0.523,1.03
9.1,-0.5543,0.6966,0.5162,1.03
9.2,-0.5701,0.7034,0.5157,1.04
9.3,-0.5171,0.7218,0.5318,1.03
9.4,-0.5767,0.6824,0.5377,1.04
9.5,-0.5694,0.679,0.5235,1.03
9.6,-0.5396,0.6827,0.4119,0.96
9.7,-0.5435,0.556,0.1431,0.79
9.8,0.0789,0.0935,0.0403,0.13
9.9,-0.0168,-0.0034,0.0271,0.03
10,-0.0173,-0.0063,0.052,0.06
10.1,-0.2852,0.5408,0.7428,0.96
10.2,-0.0532,0.1785,0.1445,0.24
10.3,-0.3792,0.1841,1.0289,1.11
10.4,-0.4341,0.1533,0.9647,1.07
10.5,-0.3819,0.1475,0.9334,1.02
10.6,-0.3875,0.145,0.9251,1.01
10.7,-0.3885,0.1485,0.9242,1.01
10.8,-0.3914,0.1487,0.9291,1.02
10.9,-0.386,0.1467,0.9303,1.02
11,-0.3848,0.1509,0.9312,1.02
11.1,-0.3938,0.1531,0.9273,1.02
11.2,-0.3413,0.1719,0.7603,0.85
11.3,-0.4332,0.1436,0.9298,1.04
11.4,-0.3982,0.1262,0.8966,0.99
11.5,-0.3792,0.1814,0.7972,0.9
11.6,-0.6387,0.1221,0.8856,1.1
11.7,-0.9549,0.3164,0.8917,1.34
11.8,0.0781,0.1609,0.9845,1
11.9,0.0151,0.221,1.0345,1.06
12,0.2918,-0.1326,0.9862,1.04
12.1,0.2014,0.0513,0.9999,1.02
12.2,0.1272,0.0901,1.0108,1.02
12.3,0.105,0.0908,0.9093,0.92
12.4,0.2476,0.1499,0.9798,1.02
12.5,0.0374,-0.1641,1.0367,1.05
12.6,-0.0007,-0.2849,0.9479,0.99
12.7,-0.3199,-0.588,0.9877,1.19
12.8,-0.3345,-0.5855,0.9281,1.15
12.9,-0.4944,-0.4979,1.016,1.23
13,-0.4642,-0.4004,0.7428,0.96
13.1,-0.6605,-0.2847,0.6851,0.99
13.2,-0.7784,-0.1885,0.6634,1.04
13.3,-0.7379,-0.0293,0.4888,0.89
13.4,-0.784,0.0986,0.5267,0.95
13.5,-0.7804,0.1758,0.4305,0.91
13.6,-0.8407,0.2139,0.4151,0.96
13.7,-0.8495,0.2783,0.3628,0.96
13.8,-0.9288,0.3509,0.3255,1.04
13.9,-0.8595,0.4317,0.3264,1.02
14,-0.8888,0.4849,0.2598,1.05
14.1,-0.8785,0.4529,0.2559,1.02
14.2,-0.8709,0.4644,0.2813,1.03
14.3,-0.859,0.5115,0.2864,1.04
14.4,-0.8324,0.5513,0.1799,1.01
14.5,-0.826,0.5384,0.1829,1
14.6,-0.8282,0.5435,0.1751,1.01
14.7,-0.8116,0.5809,0.1675,1.01
14.8,-0.8143,0.6141,0.1538,1.03
14.9,-0.817,0.6236,0.1746,1.04
15,-0.827,0.619,0.1685,1.05
15.1,-0.7816,0.6529,0.158,1.03
15.2,-0.731,0.7069,0.1677,1.03
15.3,-0.7279,0.6934,0.2095,1.03
15.4,-0.6658,0.7288,0.1519,1
15.5,-0.6824,0.7476,0.1428,1.02
15.6,-0.6876,0.7428,0.1831,1.03
15.7,-0.6673,0.7408,0.2827,1.04
15.8,-0.6739,0.742,0.2053,1.02
15.9,-0.6768,0.753,0.2266,1.04
16,-0.6426,0.7628,0.2244,1.02
16.1,-0.6048,0.7721,0.2185,1
16.2,-0.6519,0.7655,0.2906,1.05
16.3,-0.6158,0.7708,0.2388,1.02
16.4,-0.6043,0.7818,0.2429,1.02
16.5,-0.6028,0.7769,0.2574,1.02
16.6,-0.6092,0.7889,0.2354,1.02
16.7,-0.606,0.7894,0.2422,1.02
16.8,-0.584,0.7923,0.2366,1.01
16.9,-0.595,0.7979,0.2681,1.03
17,-0.6153,0.7974,0.2644,1.04
17.1,-0.5809,0.8094,0.2114,1.02
17.2,-0.607,0.828,0.1467,1.04
17.3,-0.608,0.8639,0.1336,1.06
17.4,-0.6031,0.8309,0.2166,1.05
17.5,-0.5679,0.8243,0.1431,1.01
17.6,-0.5482,0.8548,0.1624,1.03
17.7,-0.5362,0.8614,0.2058,1.04
17.8,-0.543,0.8663,0.2,1.04
17.9,-0.5467,0.8465,0.1763,1.02
18,-0.5318,0.8233,0.2051,1
18.1,-0.523,0.8275,0.1948,1
18.2,-0.4832,0.8414,0.1802,0.99
18.3,-0.5203,0.8448,0.1611,1.01
18.4,-0.5806,0.8397,0.1587,1.03
18.5,-0.5699,0.8341,0.2259,1.04
18.6,-0.5306,0.8548,0.2481,1.04
18.7,-0.4976,0.8551,0.302,1.03
18.8,-0.4976,0.8543,0.2647,1.02
18.9,-0.4666,0.8433,0.2886,1.01
19,-0.5572,0.8243,0.272,1.03
19.1,-0.5127,0.8338,0.2979,1.02
19.2,-0.5289,0.8404,0.3311,1.05
19.3,-0.4893,0.8082,0.2957,0.99
19.4,-0.3863,0.6187,0.1079,0.74
19.5,-0.1555,0.3792,-0.0935,0.42
19.6,-0.0151,-0.01,0.023,0.03
19.7,-0.0146,-0.0144,0.0452,0.05
19.8,-4.9221,0.5948,7.9998,9.41
19.9,-0.0181,-0.0051,0.0105,0.02
20,0.052,0.0581,0.6744,0.68
20.1,-0.2681,0.1685,0.6898,0.76
20.2,-0.3538,0.2139,0.9503,1.04
20.3,-0.3504,0.2095,0.933,1.02
20.4,-0.3477,0.2173,0.9342,1.02
20.5,-0.3489,0.21,0.9295,1.01
20.6,-0.3496,0.2129,0.9303,1.02
20.7,-0.3511,0.2124,0.9332,1.02
20.8,-0.3482,0.211,0.9344,1.02
20.9,-0.3499,0.2139,0.9305,1.02
21,-0.3526,0.2173,0.9215,1.01
21.1,-0.345,0.2051,0.9393,1.02
21.2,-0.3477,0.2132,0.9281,1.01
21.3,-0.3492,0.2134,0.9361,1.02
21.4,-0.3482,0.2161,0.9359,1.02
21.5,-0.3528,0.2107,0.9317,1.02
21.6,-0.3489,0.2156,0.9361,1.02
21.7,-0.3474,0.2119,0.9312,1.02
21.8,-0.3494,0.2151,0.9315,1.02
21.9,-0.3501,0.2088,0.933,1.02
22,-0.3509,0.2119,0.9305,1.02
22.1,-0.3494,0.2188,0.9317,1.02
22.2,-0.3455,0.21,0.9325,1.02
22.3,-0.3484,0.2132,0.931,1.02
22.4,-0.3467,0.2161,0.9388,1.02
22.5,-0.3518,0.2114,0.9322,1.02
22.6,-0.3489,0.221,0.943,1.03
22.7,-0.3431,0.2061,0.9239,1.01
22.8,-0.3523,0.1988,0.9354,1.02
22.9,-0.3521,0.2163,0.9452,1.03
23,-0.3496,0.2356,0.9369,1.03
23.1,-0.3472,0.2119,0.943,1.03
23.2,-0.3579,0.2193,0.9369,1.03
23.3,-0.3582,0.2158,0.9149,1.01
23.4,-0.3523,0.2259,0.9405,1.03
23.5,-0.3484,0.2122,0.9305,1.02
23.6,-0.3399,0.2095,0.9269,1.01
23.7,-0.22,0.2676,0.983,1.04
23.8,-0.3367,0.2083,0.9476,1.03
23.9,-0.3225,0.2105,0.921,1
24,-0.3677,0.1992,0.9652,1.05
24.1,-0.3506,0.2432,0.9383,1.03
24.2,-0.3492,0.1936,1.0577,1.13
24.3,-0.083,0.1799,0.9774,1
24.4,-0.198,0.242,1.0209,1.07
24.5,-0.0408,-0.0474,1.0853,1.09
24.6,-0.1453,-0.1118,1.2213,1.24
24.7,-0.1397,0.0325,1.0594,1.07
24.8,-0.4231,0.0718,0.9767,1.07
24.9,-0.4551,0.0586,0.7034,0.84
25,-0.5567,0.2366,0.8267,1.02
25.1,-0.5159,0.272,0.7274,0.93
25.2,-0.5684,0.3223,0.6414,0.92
25.3,-0.6468,0.3076,0.5467,0.9
25.4,-0.7242,0.3421,0.4131,0.9
25.5,-0.9171,0.3789,0.6807,1.2
25.6,-0.8614,0.3543,0.428,1.03
25.7,-0.8773,0.3804,0.2503,0.99
25.8,-0.8321,0.429,0.2276,0.96
25.9,-0.7686,0.5167,0.1187,0.93
26,-0.8104,0.5486,0.2591,1.01
26.1,-0.8473,0.5535,0.282,1.05
26.2,-0.721,0.5274,0.2542,0.93
26.3,-0.7796,0.4639,0.3572,0.98
26.4,-0.6893,0.5921,0.5118,1.04
26.5,-0.7891,0.6175,0.2757,1.04
26.6,-0.8136,0.5652,0.2171,1.01
26.7,-0.773,0.524,0.3225,0.99
26.8,-0.7401,0.5858,0.3658,1.01
26.9,-0.7572,0.6444,0.2559,1.03
27,-0.7767,0.6668,0.1897,1.04
27.1,-0.7249,0.669,0.2852,1.03
27.2,-0.7454,0.6712,0.2552,1.04
27.3,-0.775,0.6573,0.1367,1.03
27.4,-0.7362,0.6412,0.2564,1.01
27.5,-0.7166,0.6656,0.2659,1.01
27.6,-0.6883,0.6939,0.2464,1.01
27.7,-0.7237,0.6888,0.2381,1.03
27.8,-0.7017,0.68,0.3223,1.03
27.9,-0.6822,0.6617,0.3238,1
28,-0.7117,0.6954,0.2637,1.03
28.1,-0.6871,0.6986,0.2735,1.02
28.2,-0.7186,0.689,0.3001,1.04
28.3,-0.7132,0.6947,0.2676,1.03
28.4,-0.6951,0.7315,0.2205,1.03
28.5,-0.701,0.7154,0.249,1.03
28.6,-0.6798,0.7117,0.2088,1.01
28.7,-0.713,0.7127,0.253,1.04
28.8,-0.6578,0.7396,0.209,1.01
28.9,-0.6673,0.7232,0.2454,1.01
29,-0.6766,0.7188,0.199,1.01
29.1,-0.7486,0.7122,0.2454,1.06
29.2,-0.6832,0.7301,0.2447,1.03
29.3,-0.7022,0.7164,0.2827,1.04
29.4,-0.6832,0.7039,0.2368,1.01
29.5,-0.723,0.6968,0.2195,1.03
29.6,-0.7198,0.7081,0.2129,1.03
29.7,-0.671,0.702,0.2124,0.99
29.8,-0.5901,0.6216,0.0606,0.86
29.9,-0.2371,0.4031,-0.009,0.47
30,-0.0772,0.0195,0.0706,0.11
30.1,-0.0347,0.002,0.0264,0.04
30.2,-0.0466,-0.0022,0.0264,0.05
30.3,-0.1138,-0.1812,0.0896,0.23
30.4,-0.169,0.0288,0.2874,0.33
30.5,-0.523,0.208,1.4613,1.57
30.6,-0.064,-0.2078,1.3275,1.35
30.7,-0.1458,-0.0711,1.0853,1.1
30.8,-0.1209,-0.0918,1.0079,1.02
30.9,-0.1211,-0.0891,1.0021,1.01
31,-0.1216,-0.0916,0.9945,1.01
31.1,-0.1226,-0.0916,1.0033,1.01
31.2,-0.1228,-0.093,1.0035,1.02
31.3,-0.1172,-0.1111,1.0035,1.02
31.4,-0.1214,-0.0894,0.9969,1.01
31.5,-0.1192,-0.0921,1.0003,1.01
31.6,-0.1192,-0.0964,0.9979,1.01
31.7,-0.1233,-0.0894,0.9957,1.01
31.8,-0.1294,-0.0852,1.027,1.04
31.9,-0.1145,-0.0925,0.9894,1
32,-0.1265,-0.0864,1.006,1.02
32.1,-0.1235,-0.0999,1.0326,1.04
32.2,-0.1216,-0.0899,0.9925,1
32.3,-0.0342,-0.0938,1.0062,1.01
32.4,-0.1966,-0.0376,1.0414,1.06
32.5,-0.0776,-0.0335,0.9813,0.98
32.6,-0.0732,0.1138,1.0563,1.06
32.7,0.0068,0.1218,1.0721,1.08
32.8,0.114,0.1587,0.9437,0.96
32.9,0.2083,0.2488,0.9591,1.01
33,0.2249,0.4878,0.8082,0.97
33.1,0.1836,0.4151,0.7926,0.91
33.2,0.3474,0.6671,0.7125,1.04
33.3,0.2627,0.7423,0.6216,1
33.4,0.208,0.7916,0.5467,0.98
33.5,0.1577,0.7677,0.3902,0.88
33.6,0.2168,0.9769,0.3987,1.08
33.7,0.231,0.9405,0.4556,1.07
33.8,0.229,0.9615,0.3272,1.04
33.9,0.2327,1.0043,0.396,1.1
34,0.2542,1.0379,0.2176,1.09
34.1,0.2681,0.9337,0.2522,1
34.2,0.336,0.9598,0.2024,1.04
34.3,0.3763,0.9815,0.1467,1.06
34.4,0.4229,0.9088,0.1297,1.01
34.5,0.4842,0.9474,0.0828,1.07
34.6,0.4544,0.9339,0.0791,1.04
34.7,0.459,0.9315,0.0288,1.04
34.8,0.3433,0.9352,0.0608,1
34.9,0.3177,0.994,0.0234,1.04
35,0.3059,0.9481,-0.023,1
35.1,0.2527,0.8809,-0.063,0.92
35.2,0.2136,0.8944,-0.0017,0.92
35.3,0.1731,0.9625,0.0308,0.98
35.4,0.2039,0.9674,0.0613,0.99
35.5,0.178,1.0462,-0.0388,1.06
35.6,0.1233,0.9942,0.0371,1
35.7,0.0947,1.0497,0.062,1.06
35.8,0.0713,0.9974,0.0449,1
35.9,0.0178,1.0167,0.0391,1.02
36,-0.0374,1.014,0.0374,1.02
36.1,-0.0205,1.0223,0.0359,1.02
36.2,-0.0469,1.0108,0.03,1.01
36.3,-0.0547,0.9911,0.0369,0.99
36.4,-0.0569,1.0233,0.0222,1.03
36.5,-0.0486,1.0248,0.0129,1.03
36.6,-0.0547,1.0013,0.0164,1
36.7,-0.032,0.9745,-0.001,0.97
36.8,-0.0452,1.0069,0.0164,1.01
36.9,-0.0547,1.0187,0.0144,1.02
37,-0.0442,1.013,0.0276,1.01
37.1,-0.0493,1.0126,0.0054,1.01
37.2,-0.0483,1.0062,0.0215,1.01
37.3,-0.0459,1.0362,0.019,1.04
37.4,-0.042,1.0191,0.0164,1.02
37.5,-0.0374,1.0013,0.0203,1
37.6,-0.033,1.0265,0.0347,1.03
37.7,-0.0283,1.0108,0.0161,1.01
37.8,-0.0291,1.0543,0.0359,1.06
37.9,-0.022,1.0274,0.0242,1.03
38,-0.0335,1.0028,0.0093,1
38.1,-0.0525,1.0155,0,1.02
38.2,-0.0242,0.9881,0.0212,0.99
38.3,-0.04,1.0472,-0.0071,1.05
38.4,-0.0137,0.973,0.0325,0.97
38.5,-0.0298,1.0167,-0.0076,1.02
38.6,-0.0396,1.015,0.019,1.02
38.7,-0.0518,1.0157,0.011,1.02
38.8,-0.0342,1.0314,0.0579,1.03
38.9,-0.0779,1.0099,0.0208,1.01
39,-0.0552,1.0191,0.0335,1.02
39.1,-0.0476,1.0296,0.0374,1.03
39.2,-0.0676,1.0235,0.0173,1.03
39.3,-0.0552,1.0172,0.04,1.02
39.4,-0.0505,1.0326,0.0215,1.03
39.5,-0.0518,0.9244,-0.0117,0.93
39.6,-0.0234,0.7259,-0.0691,0.73
39.7,-0.0107,0.0171,-0.0212,0.03
39.8,-0.0186,0.0017,0.0115,0.02
39.9,-0.0171,0,0.0173,0.02
40,0.0083,-0.6165,1.4882,1.61
40.1,-0.2122,-0.2525,0.9447,1
40.2,0.2,0.8536,-0.1216,0.89
40.3,-0.1521,0.2476,1.6923,1.72
40.4,0.0337,0.553,0.545,0.78
40.5,-0.1211,0.2867,0.9527,1
40.6,-0.1148,0.2891,0.9725,1.02
40.7,-0.1089,0.2969,0.962,1.01
40.8,-0.1094,0.292,0.9686,1.02
40.9,-0.1113,0.2935,0.9574,1.01
41,-0.1096,0.2969,0.9676,1.02
41.1,-0.1113,0.2957,0.9679,1.02
41.2,-0.1087,0.295,0.9635,1.01
41.3,-0.1038,0.2971,0.9662,1.02
41.4,-0.1087,0.2967,0.9659,1.02
41.5,-0.1111,0.2954,0.9662,1.02
41.6,-0.1106,0.2888,0.9564,1.01
41.7,-0.1052,0.2901,0.9493,1
41.8,-0.1145,0.3089,0.9864,1.04
41.9,-0.1111,0.304,0.9435,1
42,-0.1267,0.2881,0.9586,1.01
42.1,-0.1343,0.2867,0.9781,1.03
42.2,-0.1651,0.2703,0.992,1.04
42.3,-0.1001,0.2874,0.9996,1.04
42.4,-0.0569,0.3228,0.9945,1.05
42.5,-0.0439,0.3352,0.972,1.03
42.6,-0.2647,0.3579,0.9742,1.07
42.7,-0.1511,0.1358,1.0279,1.05
42.8,-0.1211,0.0361,1.0897,1.1
42.9,-0.0984,-0.0598,1.0951,1.1
43,-0.3152,0.0593,1.0565,1.1
43.1,-0.4063,-0.0225,0.9369,1.02
43.2,-0.2578,0.0027,0.8709,0.91
43.3,-0.4109,-0.2171,0.776,0.9
43.4,-0.3396,-0.1228,0.7664,0.85
43.5,-0.533,-0.0857,0.8079,0.97
43.6,-0.7496,-0.074,0.7025,1.03
43.7,-0.7442,-0.0635,0.6851,1.01
43.8,-0.7589,-0.0544,0.617,0.98
43.9,-0.7777,-0.0266,0.616,0.99
44,-0.8326,-0.0501,0.481,0.96
44.1,-0.8133,-0.1411,0.3443,0.89
44.2,-0.9684,-0.2346,0.4402,1.09
44.3,-1.086,-0.2356,0.4427,1.2
44.4,-0.962,-0.2219,0.399,1.06
44.5,-0.9259,-0.2095,0.377,1.02
44.6,-0.8983,-0.1878,0.3196,0.97
44.7,-0.8922,-0.2134,0.2371,0.95
44.8,-0.9337,-0.2217,0.2151,0.98
44.9,-0.9613,-0.2871,0.198,1.02
45,-0.9342,-0.2886,0.2046,1
45.1,-0.9671,-0.3108,0.2166,1.04
45.2,-0.9522,-0.314,0.169,1.02
45.3,-0.9681,-0.304,0.1804,1.03
45.4,-1.0284,-0.3113,0.2095,1.09
45.5,-0.9647,-0.2564,0.169,1.01
45.6,-0.9476,-0.2869,0.2149,1.01
45.7,-0.9518,-0.3328,0.2381,1.04
45.8,-0.9386,-0.3789,0.1736,1.03
45.9,-0.9002,-0.3482,0.1428,0.98
46,-0.9066,-0.3255,0.1709,0.98
46.1,-0.9474,-0.3186,0.2273,1.03
46.2,-0.9513,-0.3308,0.2095,1.03
46.3,-0.9613,-0.3638,0.1966,1.05
46.4,-0.9337,-0.3382,0.1602,1.01
46.5,-0.9259,-0.3311,0.2014,1
46.6,-0.9312,-0.344,0.198,1.01
46.7,-0.9359,-0.3274,0.1985,1.01
46.8,-0.9339,-0.3531,0.1956,1.02
46.9,-0.9371,-0.3523,0.1743,1.02
47,-0.9417,-0.3477,0.1953,1.02
47.1,-0.9491,-0.333,0.2085,1.03
47.2,-0.9286,-0.3247,0.2161,1.01
47.3,-0.9459,-0.3523,0.1946,1.03
47.4,-0.9613,-0.3455,0.2083,1.04
47.5,-0.9588,-0.3404,0.209,1.04
47.6,-0.9452,-0.3304,0.21,1.02
47.7,-0.9493,-0.2952,0.2298,1.02
47.8,-0.962,-0.3199,0.2036,1.03
47.9,-0.9596,-0.3533,0.1692,1.04
48,-0.9403,-0.3069,0.2547,1.02
48.1,-0.9361,-0.3015,0.2176,1.01
48.2,-0.941,-0.3164,0.2144,1.02
48.3,-0.9388,-0.3641,0.2322,1.03
48.4,-0.952,-0.3604,0.2124,1.04
48.5,-0.9569,-0.3282,0.2508,1.04
48.6,-0.9532,-0.3106,0.2571,1.03
48.7,-0.9347,-0.3172,0.2324,1.01
48.8,-0.9344,-0.3096,0.2698,1.02
48.9,-0.9303,-0.3211,0.2542,1.02
49,-0.9334,-0.3191,0.2617,1.02
49.1,-0.9115,-0.3313,0.2566,1
49.2,-0.9359,-0.324,0.2737,1.03
49.3,-0.9264,-0.3321,0.2508,1.02
49.4,-0.8993,-0.3196,0.2327,0.98
49.5,-0.89,-0.3431,0.2312,0.98
49.6,-0.7476,-0.3091,0.1419,0.82
49.7,-0.6722,-0.3321,0.2119,0.78
49.8,-0.5799,-0.3018,0.2156,0.69
49.9,-0.0195,-0.062,0.093,0.11
50,-0.0244,-0.0042,0.0386,0.05
50.1,0.3992,-7.9998,7.9998,11.32
50.2,-0.0034,-0.4029,-0.138,0.43
50.3,-0.2649,-0.9579,-0.023,0.99
50.4,-0.7147,-0.1636,0.1685,0.75
50.5,-1.5365,0.4949,-0.1284,1.62
50.6,-0.5877,-0.2676,-0.4148,0.77
50.7,-0.1204,0.0264,-0.2481,0.28
50.8,-0.2205,-0.0469,-0.6824,0.72
50.9,-0.2957,-0.0642,-0.9635,1.01
51,-0.3084,-0.0618,-0.9244,0.98
51.1,-0.2893,-0.0764,-0.9503,1
51.2,-0.3365,-0.075,-0.9144,0.98
51.3,-0.4681,-0.0281,-1.0956,1.19
51.4,-0.4839,-0.0859,-0.9122,1.04
51.5,-0.5381,-0.2007,-0.9671,1.12
51.6,-0.9906,0.0022,-0.689,1.21
51.7,-1.2194,0.032,-0.3572,1.27
51.8,-0.8233,0.3824,-0.1411,0.92
51.9,-0.8473,0.3968,0.104,0.94
52,-0.3699,0.5127,0.3709,0.73
52.1,-0.4378,0.8077,0.5755,1.08
52.2,-0.4417,0.7196,0.5015,0.98
52.3,-0.3282,0.8197,0.4349,0.98
52.4,-0.4248,0.8267,0.4922,1.05
52.5,-0.376,0.8133,0.4812,1.02
52.6,-0.3829,0.8807,0.4903,1.08
52.7,-0.3098,0.8912,0.4798,1.06
52.8,-0.2512,0.9149,0.4141,1.04
52.9,-0.2285,0.8878,0.4058,1
53,-0.1787,0.8763,0.4143,0.99
53.1,-0.176,0.9156,0.3875,1.01
53.2,-0.1358,0.9083,0.3904,1
53.3,-0.1406,0.9273,0.4275,1.03
53.4,-0.1279,0.933,0.3787,1.01
53.5,-0.106,0.9122,0.3868,1
53.6,-0.0725,0.9349,0.4039,1.02
53.7,-0.0823,0.93,0.4227,1.02
53.8,-0.0461,0.9417,0.3882,1.02
53.9,-0.0542,0.9254,0.4102,1.01
54,-0.0659,0.919,0.4363,1.02
54.1,-0.0559,0.9286,0.4544,1.04
54.2,-0.0088,0.9137,0.429,1.01
54.3,0.0166,0.9198,0.4427,1.02
54.4,0.0439,0.9115,0.4251,1.01
54.5,0.0598,0.9149,0.4207,1.01
54.6,0.074,0.9078,0.4483,1.02
54.7,0.0713,0.9327,0.4461,1.04
54.8,0.0415,0.8836,0.4488,0.99
54.9,0.0818,0.8853,0.449,1
55,0.1082,0.9186,0.4617,1.03
55.1,0.1118,0.8751,0.4761,1
55.2,0.1526,0.9188,0.4756,1.05
55.3,0.1282,0.9215,0.4581,1.04
55.4,0.1187,0.899,0.4839,1.03
55.5,0.1751,0.9032,0.5127,1.05
55.6,0.1143,0.8919,0.4766,1.02
55.7,0.0259,0.8641,0.462,0.98
55.8,0.0881,0.9186,0.4876,1.04
55.9,-0.001,0.9146,0.4595,1.02
56,0.1226,0.9776,0.4219,1.07
56.1,0.0735,0.9132,0.4893,1.04
56.2,0.1741,0.9291,0.3934,1.02
56.3,0.1106,0.8819,0.4607,1
56.4,0.1692,0.8617,0.4466,0.99
56.5,0.1836,0.9786,0.3682,1.06
56.6,0.1099,1.0008,0.3819,1.08
56.7,0.126,0.8231,0.3777,0.91
56.8,0.3225,0.9779,0.241,1.06
56.9,0.2378,0.9813,0.3067,1.06
57,0.2578,0.8966,0.366,1
57.1,0.3382,0.8875,0.2574,0.98
57.2,0.2581,0.9391,0.4244,1.06
57.3,0.3621,0.9349,0.3145,1.05
57.4,0.3609,0.909,0.239,1.01
57.5,0.2876,0.8639,0.2703,0.95
57.6,0.4246,0.8839,0.1785,1
57.7,0.4251,0.8917,0.2439,1.02
57.8,0.3753,0.898,0.1756,0.99
57.9,0.4217,0.8695,0.1528,0.98
58,0.4683,0.9222,0.2451,1.06
58.1,0.3423,0.901,0.2444,0.99
58.2,0.3611,0.8995,0.2171,0.99
58.3,0.335,0.9574,0.2678,1.05
58.4,0.3267,0.9322,0.2022,1.01
58.5,0.389,0.9132,0.1909,1.01
58.6,0.3709,0.9071,0.2,1
58.7,0.3428,0.931,0.208,1.01
58.8,0.2823,0.9229,0.2014,0.99
58.9,0.3169,0.9452,0.2588,1.03
59,0.3316,0.9449,0.2981,1.04
59.1,0.3318,0.9371,0.251,1.03
59.2,0.3025,0.9378,0.2244,1.01
59.3,0.3482,0.9225,0.2237,1.01
59.4,0.2932,0.9454,0.2371,1.02
59.5,0.3177,0.9571,0.1973,1.03
59.6,0.3196,0.9371,0.1968,1.01
59.7,0.2654,0.8756,0.1306,0.92
